TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent,payment type
1,5/4/2025,1034,2059,402,0,2048.2,21.00,Online
2,5/4/2025,1066,2048,403,1,321.87,11.00,Cash
3,5/4/2025,1116,2041,403,3,3216.84,7.00,Cash
4,5/4/2025,1071,2096,404,2,1613.23,6.00,Online
5,5/4/2025,1020,2060,401,0,408.38,13.00,Cash
6,5/4/2025,1089,2028,401,0,1275.88,6.00,Cash
7,5/4/2025,1193,2003,402,1,346.66,22.00,Cash
8,5/4/2025,1005,2079,402,1,855.49,24.00,Online
9,5/4/2025,1032,2060,401,1,735.08,0.00,Cash
10,5/4/2025,1119,2089,403,2,661.63,22.00,CreditCard
11,5/4/2025,1042,2077,401,,505.65,7.00,Cash
12,5/4/2025,1079,2013,401,2,0,6.00,Cash
13,5/4/2025,1147,2086,404,3,4470.5,9.00,CreditCard
14,5/4/2025,1183,2025,401,1,503.32,10.00,Cash
15,5/4/2025,1026,2089,403,0,413.52,6.00,CreditCard
16,5/4/2025,1144,2005,403,3,1715.12,1.00,Cash
17,5/4/2025,1169,2047,401,2,535.97,14.00,CreditCard
18,5/4/2025,1003,2053,404,0,3660.9,20.00,Cash
19,5/4/2025,1110,2046,404,1,30.09,13.00,Cash
20,5/4/2025,1111,2022,403,3,671.18,6.00,Cash
21,5/4/2025,1119,2055,403,2,?,21.00,Online
22,5/4/2025,1062,2011,403,3,1229.22,14.00,Online
23,5/4/2025,1062,2096,404,3,672.18,0.00,Online
24,5/4/2025,1086,2003,404,2,924.43,13.00,Online
25,5/4/2025,1046,2062,402,2,1981.95,5.00,Online
26,5/4/2025,1066,2043,403,2,698.76,17.00,CreditCard
27,5/4/2025,1142,2001,402,0,1237.05,0.00,Cash
28,5/4/2025,1061,2092,404,3,482.21,12.00,Cash
29,5/4/2025,1142,2097,402,3,4210.5,21.00,Online
30,5/4/2025,1165,2091,404,3,4528.95,0.00,Online
31,2023-13-01,1004,2011,403,1,737.53,25.00,Cash
32,5/4/2025,1103,2088,402,2,0,4.00,CreditCard
33,5/4/2025,1169,2074,403,3,0,4.00,CreditCard
34,5/4/2025,1141,2067,403,3,872.85,23.00,Online
35,5/4/2025,1190,2070,403,2,54.69,0.00,Cash
36,5/4/2025,1179,2058,403,2,1066.8,11.00,CreditCard
37,5/4/2025,1064,2029,401,1,12.16,25.00,Online
